,pic,lable,type,cursor_x,cursor_y,pos_x,xpos,pos_y,ypos,pic_width,pic_height,x,y
2462,2.png,纯色块,方块,297,505,右,300,下,533,48,48,-3,-28
2463,1.png,纯色块,方块,7,-524,中,0,上,-533,30,30,7,9
2464,3.png,纯色块,方块,287,-522,右,300,上,-533,86,86,-13,11
2465,8.png,全部完成,长条文字按钮,17,-1,中,0,中,0,282,140,17,-1
2466,10.png,全部完成,长条文字按钮,-342,547,左,-300,下,533,532,140,-42,14
2467,3.png,纯色块,方块,322,15,右,300,中,0,86,86,22,15
2468,7.png,已完成,纯文字,-302,-518,左,-300,上,-533,95,31,-2,15
2469,10.png,全部完成,长条文字按钮,-68,547,中,0,下,533,532,140,-68,14
2470,9.png,全部完成,长条文字按钮,-308,-2,左,-300,中,0,352,140,-8,-2
2471,10.png,全部完成,长条文字按钮,174,521,右,300,下,533,532,140,-126,-12
2472,3.png,纯色块,方块,-23,-524,中,0,上,-533,86,86,-23,9
2473,7.png,已完成,纯文字,300,-508,右,300,上,-533,95,31,0,25
2474,7.png,已完成,纯文字,-25,-523,中,0,上,-533,95,31,-25,10
2475,2.png,纯色块,方块,32,525,中,0,下,533,48,48,32,-8
2476,9.png,全部完成,长条文字按钮,268,-534,右,300,上,-533,352,140,-32,-1
2477,1.png,纯色块,方块,-297,553,左,-300,下,533,30,30,3,20
2478,6.png,完成,纯文字,307,536,右,300,下,533,64,31,7,3
2479,8.png,全部完成,长条文字按钮,14,562,中,0,下,533,282,140,14,29
2480,6.png,完成,纯文字,-306,15,左,-300,中,0,64,31,-6,15
2481,3.png,纯色块,方块,-309,-502,左,-300,上,-533,86,86,-9,31
2482,8.png,全部完成,长条文字按钮,-300,531,左,-300,下,533,282,140,0,-2
2483,3.png,纯色块,方块,-15,10,中,0,中,0,86,86,-15,10
2484,5.png,全部完成,纯文字,-275,-14,左,-300,中,0,130,31,25,-14
2485,8.png,全部完成,长条文字按钮,-32,-503,中,0,上,-533,282,140,-32,30
2486,5.png,全部完成,纯文字,288,525,右,300,下,533,130,31,-12,-8
2487,10.png,全部完成,长条文字按钮,203,538,右,300,下,533,532,140,-97,5
2488,3.png,纯色块,方块,-18,-505,中,0,上,-533,86,86,-18,28
2489,1.png,纯色块,方块,-313,-551,左,-300,上,-533,30,30,-13,-18
2490,7.png,已完成,纯文字,317,-493,右,300,上,-533,95,31,17,40
2491,2.png,纯色块,方块,-295,-526,左,-300,上,-533,48,48,5,7
2492,9.png,全部完成,长条文字按钮,276,539,右,300,下,533,352,140,-24,6
2493,8.png,全部完成,长条文字按钮,32,14,中,0,中,0,282,140,32,14
2494,3.png,纯色块,方块,-312,-520,左,-300,上,-533,86,86,-12,13
2495,5.png,全部完成,纯文字,-255,514,左,-300,下,533,130,31,45,-19
2496,10.png,全部完成,长条文字按钮,32,-3,中,0,中,0,532,140,32,-3
2497,6.png,完成,纯文字,289,-520,右,300,上,-533,64,31,-11,13
2498,2.png,纯色块,方块,366,-515,右,300,上,-533,48,48,66,18
2499,6.png,完成,纯文字,2,20,中,0,中,0,64,31,2,20
2500,8.png,全部完成,长条文字按钮,23,-514,中,0,上,-533,282,140,23,19
2501,7.png,已完成,纯文字,277,555,右,300,下,533,95,31,-23,22
2502,2.png,纯色块,方块,-5,10,中,0,中,0,48,48,-5,10
2503,5.png,全部完成,纯文字,-11,-8,中,0,中,0,130,31,-11,-8
2504,4.png,纯色块,方块,-311,6,左,-300,中,0,120,120,-11,6
2505,8.png,全部完成,长条文字按钮,275,549,右,300,下,533,282,140,-25,16
2506,9.png,全部完成,长条文字按钮,306,-512,右,300,上,-533,352,140,6,21
2507,4.png,纯色块,方块,352,-524,右,300,上,-533,120,120,52,9
2508,1.png,纯色块,方块,-309,7,左,-300,中,0,30,30,-9,7
2509,5.png,全部完成,纯文字,280,10,右,300,中,0,130,31,-20,10
2510,2.png,纯色块,方块,262,9,右,300,中,0,48,48,-38,9
2511,7.png,已完成,纯文字,18,535,中,0,下,533,95,31,18,2
2512,8.png,全部完成,长条文字按钮,-279,-2,左,-300,中,0,282,140,21,-2
2513,6.png,完成,纯文字,-23,-503,中,0,上,-533,64,31,-23,30
2514,10.png,全部完成,长条文字按钮,201,32,右,300,中,0,532,140,-99,32
2515,6.png,完成,纯文字,296,13,右,300,中,0,64,31,-4,13
2516,1.png,纯色块,方块,304,-523,右,300,上,-533,30,30,4,10
2517,1.png,纯色块,方块,0,-11,中,0,中,0,30,30,0,-11
2518,9.png,全部完成,长条文字按钮,265,24,右,300,中,0,352,140,-35,24
2519,1.png,纯色块,方块,-303,-520,左,-300,上,-533,30,30,-3,13
2520,8.png,全部完成,长条文字按钮,-6,516,中,0,下,533,282,140,-6,-17
2521,6.png,完成,纯文字,-319,540,左,-300,下,533,64,31,-19,7
2522,3.png,纯色块,方块,-298,558,左,-300,下,533,86,86,2,25
2523,9.png,全部完成,长条文字按钮,-16,519,中,0,下,533,352,140,-16,-14
2524,9.png,全部完成,长条文字按钮,-11,-569,中,0,上,-533,352,140,-11,-36
2525,3.png,纯色块,方块,-316,11,左,-300,中,0,86,86,-16,11
2526,5.png,全部完成,纯文字,-286,-4,左,-300,中,0,130,31,14,-4
2527,8.png,全部完成,长条文字按钮,271,-527,右,300,上,-533,282,140,-29,6
2528,8.png,全部完成,长条文字按钮,-276,-530,左,-300,上,-533,282,140,24,3
2529,9.png,全部完成,长条文字按钮,-22,-549,中,0,上,-533,352,140,-22,-16
2530,10.png,全部完成,长条文字按钮,194,40,右,300,中,0,532,140,-106,40
2531,5.png,全部完成,纯文字,331,16,右,300,中,0,130,31,31,16
2532,5.png,全部完成,纯文字,318,-523,右,300,上,-533,130,31,18,10
2533,1.png,纯色块,方块,284,542,右,300,下,533,30,30,-16,9
2534,5.png,全部完成,纯文字,94,-525,中,0,上,-533,130,31,94,8
2535,2.png,纯色块,方块,314,-511,右,300,上,-533,48,48,14,22
2536,10.png,全部完成,长条文字按钮,-252,-500,左,-300,上,-533,532,140,48,33
2537,3.png,纯色块,方块,23,531,中,0,下,533,86,86,23,-2
2538,8.png,全部完成,长条文字按钮,188,-522,右,300,上,-533,282,140,-112,11
2539,5.png,全部完成,纯文字,-11,-553,中,0,上,-533,130,31,-11,-20
2540,8.png,全部完成,长条文字按钮,339,552,右,300,下,533,282,140,39,19
2541,9.png,全部完成,长条文字按钮,274,-22,右,300,中,0,352,140,-26,-22
2542,3.png,纯色块,方块,-298,-515,左,-300,上,-533,86,86,2,18
2543,8.png,全部完成,长条文字按钮,289,54,右,300,中,0,282,140,-11,54
2544,4.png,纯色块,方块,327,-504,右,300,上,-533,120,120,27,29
2545,2.png,纯色块,方块,337,8,右,300,中,0,48,48,37,8
2546,8.png,全部完成,长条文字按钮,44,31,中,0,中,0,282,140,44,31
2548,4.png,纯色块,方块,282,568,右,300,下,533,120,120,-18,35
2549,7.png,已完成,纯文字,-298,-541,左,-300,上,-533,95,31,2,-8
2550,7.png,已完成,纯文字,311,-475,右,300,上,-533,95,31,11,58
2551,5.png,全部完成,纯文字,320,-25,右,300,中,0,130,31,20,-25
2552,1.png,纯色块,方块,310,-29,右,300,中,0,30,30,10,-29
2553,8.png,全部完成,长条文字按钮,-281,-13,左,-300,中,0,282,140,19,-13
2554,10.png,全部完成,长条文字按钮,-41,-527,中,0,上,-533,532,140,-41,6
2555,6.png,完成,纯文字,315,527,右,300,下,533,64,31,15,-6
2556,10.png,全部完成,长条文字按钮,239,567,右,300,下,533,532,140,-61,34
2557,7.png,已完成,纯文字,304,8,右,300,中,0,95,31,4,8
2558,2.png,纯色块,方块,9,5,中,0,中,0,48,48,9,5
2559,2.png,纯色块,方块,-287,5,左,-300,中,0,48,48,13,5
2560,5.png,全部完成,纯文字,18,515,中,0,下,533,130,31,18,-18
2561,3.png,纯色块,方块,21,516,中,0,下,533,86,86,21,-17
2562,7.png,已完成,纯文字,32,532,中,0,下,533,95,31,32,-1
2563,4.png,纯色块,方块,273,42,右,300,中,0,120,120,-27,42
2564,8.png,全部完成,长条文字按钮,288,8,右,300,中,0,282,140,-12,8
2565,8.png,全部完成,长条文字按钮,-7,-529,中,0,上,-533,282,140,-7,4
2566,9.png,全部完成,长条文字按钮,24,-538,中,0,上,-533,352,140,24,-5
2567,4.png,纯色块,方块,-284,548,左,-300,下,533,120,120,16,15
2568,10.png,全部完成,长条文字按钮,269,545,右,300,下,533,532,140,-31,12
2569,7.png,已完成,纯文字,314,-4,右,300,中,0,95,31,14,-4
2570,3.png,纯色块,方块,280,-11,右,300,中,0,86,86,-20,-11
2571,6.png,完成,纯文字,-300,-7,左,-300,中,0,64,31,0,-7
2572,1.png,纯色块,方块,325,-527,右,300,上,-533,30,30,25,6
2573,3.png,纯色块,方块,304,517,右,300,下,533,86,86,4,-16
2574,9.png,全部完成,长条文字按钮,325,2,右,300,中,0,352,140,25,2
2575,9.png,全部完成,长条文字按钮,-256,3,左,-300,中,0,352,140,44,3
2576,5.png,全部完成,纯文字,288,-530,右,300,上,-533,130,31,-12,3
2577,4.png,纯色块,方块,-331,512,左,-300,下,533,120,120,-31,-21
2578,3.png,纯色块,方块,-305,557,左,-300,下,533,86,86,-5,24
2579,9.png,全部完成,长条文字按钮,314,541,右,300,下,533,352,140,14,8
2580,2.png,纯色块,方块,-308,0,左,-300,中,0,48,48,-8,0
2581,9.png,全部完成,长条文字按钮,-46,546,中,0,下,533,352,140,-46,13
2582,5.png,全部完成,纯文字,-60,-2,中,0,中,0,130,31,-60,-2
2583,5.png,全部完成,纯文字,327,544,右,300,下,533,130,31,27,11
2584,6.png,完成,纯文字,329,-535,右,300,上,-533,64,31,29,-2
2585,8.png,全部完成,长条文字按钮,-256,-501,左,-300,上,-533,282,140,44,32
2586,2.png,纯色块,方块,363,-526,右,300,上,-533,48,48,63,7
2587,2.png,纯色块,方块,26,-552,中,0,上,-533,48,48,26,-19
2588,7.png,已完成,纯文字,-36,-498,中,0,上,-533,95,31,-36,35
2589,10.png,全部完成,长条文字按钮,16,11,中,0,中,0,532,140,16,11
2590,2.png,纯色块,方块,-243,507,左,-300,下,533,48,48,57,-26
2591,6.png,完成,纯文字,40,-553,中,0,上,-533,64,31,40,-20
2592,3.png,纯色块,方块,-373,538,左,-300,下,533,86,86,-73,5
2593,1.png,纯色块,方块,-338,-1,左,-300,中,0,30,30,-38,-1
2594,7.png,已完成,纯文字,18,21,中,0,中,0,95,31,18,21
2595,2.png,纯色块,方块,-300,-512,左,-300,上,-533,48,48,0,21
2596,10.png,全部完成,长条文字按钮,10,534,中,0,下,533,532,140,10,1
2597,7.png,已完成,纯文字,-30,-567,中,0,上,-533,95,31,-30,-34
2598,9.png,全部完成,长条文字按钮,342,-495,右,300,上,-533,352,140,42,38
2599,6.png,完成,纯文字,-318,-536,左,-300,上,-533,64,31,-18,-3
2600,6.png,完成,纯文字,24,6,中,0,中,0,64,31,24,6
2601,9.png,全部完成,长条文字按钮,-256,-19,左,-300,中,0,352,140,44,-19
2602,6.png,完成,纯文字,27,-516,中,0,上,-533,64,31,27,17
2603,7.png,已完成,纯文字,-257,534,左,-300,下,533,95,31,43,1
2604,7.png,已完成,纯文字,338,569,右,300,下,533,95,31,38,36
2605,4.png,纯色块,方块,279,10,右,300,中,0,120,120,-21,10
2606,2.png,纯色块,方块,4,549,中,0,下,533,48,48,4,16
2607,8.png,全部完成,长条文字按钮,51,-490,中,0,上,-533,282,140,51,43
2608,7.png,已完成,纯文字,-295,-6,左,-300,中,0,95,31,5,-6
2609,6.png,完成,纯文字,-278,526,左,-300,下,533,64,31,22,-7
2610,2.png,纯色块,方块,-275,521,左,-300,下,533,48,48,25,-12
2611,9.png,全部完成,长条文字按钮,-43,-535,中,0,上,-533,352,140,-43,-2
2612,3.png,纯色块,方块,-338,-543,左,-300,上,-533,86,86,-38,-10
2613,1.png,纯色块,方块,6,-26,中,0,中,0,30,30,6,-26
2614,9.png,全部完成,长条文字按钮,-53,538,中,0,下,533,352,140,-53,5
2615,7.png,已完成,纯文字,367,536,右,300,下,533,95,31,67,3
2616,1.png,纯色块,方块,-327,547,左,-300,下,533,30,30,-27,14
2617,5.png,全部完成,纯文字,-254,14,左,-300,中,0,130,31,46,14
2618,8.png,全部完成,长条文字按钮,-18,553,中,0,下,533,282,140,-18,20
2619,1.png,纯色块,方块,15,-517,中,0,上,-533,30,30,15,16
2620,10.png,全部完成,长条文字按钮,282,-19,右,300,中,0,532,140,-18,-19
2621,1.png,纯色块,方块,-349,521,左,-300,下,533,30,30,-49,-12
2622,6.png,完成,纯文字,323,-28,右,300,中,0,64,31,23,-28
2623,1.png,纯色块,方块,-319,15,左,-300,中,0,30,30,-19,15
2624,5.png,全部完成,纯文字,-35,-14,中,0,中,0,130,31,-35,-14
2625,3.png,纯色块,方块,-284,-4,左,-300,中,0,86,86,16,-4
2626,8.png,全部完成,长条文字按钮,-296,542,左,-300,下,533,282,140,4,9
2627,2.png,纯色块,方块,273,552,右,300,下,533,48,48,-27,19
2628,5.png,全部完成,纯文字,-303,-526,左,-300,上,-533,130,31,-3,7
2629,4.png,纯色块,方块,-290,-2,左,-300,中,0,120,120,10,-2
2630,6.png,完成,纯文字,278,538,右,300,下,533,64,31,-22,5
2631,6.png,完成,纯文字,-1,505,中,0,下,533,64,31,-1,-28
2632,7.png,已完成,纯文字,-10,527,中,0,下,533,95,31,-10,-6
2633,3.png,纯色块,方块,292,536,右,300,下,533,86,86,-8,3
2634,9.png,全部完成,长条文字按钮,-262,547,左,-300,下,533,352,140,38,14
2635,1.png,纯色块,方块,-311,-531,左,-300,上,-533,30,30,-11,2
2636,1.png,纯色块,方块,-28,543,中,0,下,533,30,30,-28,10
2637,5.png,全部完成,纯文字,-354,516,左,-300,下,533,130,31,-54,-17
2638,10.png,全部完成,长条文字按钮,-292,26,左,-300,中,0,532,140,8,26
2639,1.png,纯色块,方块,7,544,中,0,下,533,30,30,7,11
2640,4.png,纯色块,方块,-46,552,中,0,下,533,120,120,-46,19
2641,10.png,全部完成,长条文字按钮,-297,-522,左,-300,上,-533,532,140,3,11
2642,9.png,全部完成,长条文字按钮,24,-37,中,0,中,0,352,140,24,-37
2643,2.png,纯色块,方块,6,526,中,0,下,533,48,48,6,-7
2644,9.png,全部完成,长条文字按钮,-267,-546,左,-300,上,-533,352,140,33,-13
2645,4.png,纯色块,方块,-1,15,中,0,中,0,120,120,-1,15
2646,5.png,全部完成,纯文字,-264,8,左,-300,中,0,130,31,36,8
2647,1.png,纯色块,方块,288,520,右,300,下,533,30,30,-12,-13
2648,10.png,全部完成,长条文字按钮,-284,551,左,-300,下,533,532,140,16,18
2649,8.png,全部完成,长条文字按钮,-58,17,中,0,中,0,282,140,-58,17
2650,10.png,全部完成,长条文字按钮,-88,34,中,0,中,0,532,140,-88,34
2651,7.png,已完成,纯文字,316,-521,右,300,上,-533,95,31,16,12
2652,7.png,已完成,纯文字,-286,-9,左,-300,中,0,95,31,14,-9
2653,10.png,全部完成,长条文字按钮,-355,4,左,-300,中,0,532,140,-55,4
2655,8.png,全部完成,长条文字按钮,72,514,中,0,下,533,282,140,72,-19
2656,2.png,纯色块,方块,-301,-490,左,-300,上,-533,48,48,-1,43
2657,8.png,全部完成,长条文字按钮,-267,-38,左,-300,中,0,282,140,33,-38
2658,5.png,全部完成,纯文字,42,538,中,0,下,533,130,31,42,5
2659,6.png,完成,纯文字,11,528,中,0,下,533,64,31,11,-5
2660,4.png,纯色块,方块,-296,-527,左,-300,上,-533,120,120,4,6
2661,9.png,全部完成,长条文字按钮,-300,565,左,-300,下,533,352,140,0,32
2662,1.png,纯色块,方块,326,-31,右,300,中,0,30,30,26,-31
2663,3.png,纯色块,方块,9,-532,中,0,上,-533,86,86,9,1
2664,4.png,纯色块,方块,312,-485,右,300,上,-533,120,120,12,48
2665,8.png,全部完成,长条文字按钮,-264,522,左,-300,下,533,282,140,36,-11
2666,6.png,完成,纯文字,-326,-536,左,-300,上,-533,64,31,-26,-3
2667,9.png,全部完成,长条文字按钮,326,533,右,300,下,533,352,140,26,0
2668,10.png,全部完成,长条文字按钮,13,576,中,0,下,533,532,140,13,43
2669,1.png,纯色块,方块,-26,-536,中,0,上,-533,30,30,-26,-3
2670,1.png,纯色块,方块,-309,-540,左,-300,上,-533,30,30,-9,-7
2671,10.png,全部完成,长条文字按钮,231,34,右,300,中,0,532,140,-69,34
2672,3.png,纯色块,方块,316,-503,右,300,上,-533,86,86,16,30
2673,9.png,全部完成,长条文字按钮,21,-7,中,0,中,0,352,140,21,-7
2674,6.png,完成,纯文字,356,-522,右,300,上,-533,64,31,56,11
2675,3.png,纯色块,方块,289,-7,右,300,中,0,86,86,-11,-7
2676,1.png,纯色块,方块,390,515,右,300,下,533,30,30,90,-18
2677,7.png,已完成,纯文字,-50,42,中,0,中,0,95,31,-50,42
2678,9.png,全部完成,长条文字按钮,-263,-524,左,-300,上,-533,352,140,37,9
2679,7.png,已完成,纯文字,-305,-512,左,-300,上,-533,95,31,-5,21
2680,3.png,纯色块,方块,-6,-533,中,0,上,-533,86,86,-6,0
2681,10.png,全部完成,长条文字按钮,230,-514,右,300,上,-533,532,140,-70,19
2682,2.png,纯色块,方块,284,536,右,300,下,533,48,48,-16,3
2683,5.png,全部完成,纯文字,-326,-518,左,-300,上,-533,130,31,-26,15
2684,5.png,全部完成,纯文字,252,507,右,300,下,533,130,31,-48,-26
2685,2.png,纯色块,方块,-12,30,中,0,中,0,48,48,-12,30
2686,8.png,全部完成,长条文字按钮,-328,-506,左,-300,上,-533,282,140,-28,27
2687,4.png,纯色块,方块,-27,-465,中,0,上,-533,120,120,-27,68
2688,5.png,全部完成,纯文字,357,8,右,300,中,0,130,31,57,8
2689,9.png,全部完成,长条文字按钮,226,-500,右,300,上,-533,352,140,-74,33
2690,10.png,全部完成,长条文字按钮,-45,-548,中,0,上,-533,532,140,-45,-15
2691,3.png,纯色块,方块,18,6,中,0,中,0,86,86,18,6
2692,6.png,完成,纯文字,-19,0,中,0,中,0,64,31,-19,0
2693,3.png,纯色块,方块,288,-520,右,300,上,-533,86,86,-12,13
2694,5.png,全部完成,纯文字,273,-489,右,300,上,-533,130,31,-27,44
2695,2.png,纯色块,方块,7,-501,中,0,上,-533,48,48,7,32
2696,4.png,纯色块,方块,14,-30,中,0,中,0,120,120,14,-30
2697,4.png,纯色块,方块,-60,565,中,0,下,533,120,120,-60,32
2698,7.png,已完成,纯文字,-299,499,左,-300,下,533,95,31,1,-34
2699,3.png,纯色块,方块,-320,27,左,-300,中,0,86,86,-20,27
2700,1.png,纯色块,方块,-28,-9,中,0,中,0,30,30,-28,-9
2701,4.png,纯色块,方块,-311,22,左,-300,中,0,120,120,-11,22
2702,10.png,全部完成,长条文字按钮,-355,539,左,-300,下,533,532,140,-55,6
2703,6.png,完成,纯文字,-298,26,左,-300,中,0,64,31,2,26
2704,4.png,纯色块,方块,313,586,右,300,下,533,120,120,13,53
2705,6.png,完成,纯文字,310,-1,右,300,中,0,64,31,10,-1
2706,4.png,纯色块,方块,-14,-522,中,0,上,-533,120,120,-14,11
2707,6.png,完成,纯文字,-256,533,左,-300,下,533,64,31,44,0
2708,8.png,全部完成,长条文字按钮,267,-511,右,300,上,-533,282,140,-33,22
2709,5.png,全部完成,纯文字,-287,492,左,-300,下,533,130,31,13,-41
2710,2.png,纯色块,方块,346,-29,右,300,中,0,48,48,46,-29
2711,10.png,全部完成,长条文字按钮,229,-499,右,300,上,-533,532,140,-71,34
2712,8.png,全部完成,长条文字按钮,290,551,右,300,下,533,282,140,-10,18
2713,4.png,纯色块,方块,-316,-520,左,-300,上,-533,120,120,-16,13
2714,3.png,纯色块,方块,0,8,中,0,中,0,86,86,0,8
2715,1.png,纯色块,方块,308,-513,右,300,上,-533,30,30,8,20
2716,1.png,纯色块,方块,-309,-530,左,-300,上,-533,30,30,-9,3
2717,1.png,纯色块,方块,321,510,右,300,下,533,30,30,21,-23
2718,6.png,完成,纯文字,-275,-523,左,-300,上,-533,64,31,25,10
2719,7.png,已完成,纯文字,-334,514,左,-300,下,533,95,31,-34,-19
2720,8.png,全部完成,长条文字按钮,280,513,右,300,下,533,282,140,-20,-20
2721,3.png,纯色块,方块,280,518,右,300,下,533,86,86,-20,-15
2722,9.png,全部完成,长条文字按钮,280,18,右,300,中,0,352,140,-20,18
2723,9.png,全部完成,长条文字按钮,334,527,右,300,下,533,352,140,34,-6
2724,1.png,纯色块,方块,-266,522,左,-300,下,533,30,30,34,-11
2725,9.png,全部完成,长条文字按钮,1,10,中,0,中,0,352,140,1,10
2726,10.png,全部完成,长条文字按钮,-112,-547,中,0,上,-533,532,140,-112,-14
2727,9.png,全部完成,长条文字按钮,-272,-543,左,-300,上,-533,352,140,28,-10
2728,4.png,纯色块,方块,27,502,中,0,下,533,120,120,27,-31
2729,8.png,全部完成,长条文字按钮,56,524,中,0,下,533,282,140,56,-9
2730,10.png,全部完成,长条文字按钮,-59,20,中,0,中,0,532,140,-59,20
2731,6.png,完成,纯文字,295,-29,右,300,中,0,64,31,-5,-29
2732,8.png,全部完成,长条文字按钮,268,-553,右,300,上,-533,282,140,-32,-20
2733,10.png,全部完成,长条文字按钮,14,510,中,0,下,533,532,140,14,-23
2734,5.png,全部完成,纯文字,-46,-513,中,0,上,-533,130,31,-46,20
2735,8.png,全部完成,长条文字按钮,-316,-586,左,-300,上,-533,282,140,-16,-53
2736,6.png,完成,纯文字,-317,-513,左,-300,上,-533,64,31,-17,20
2737,4.png,纯色块,方块,42,12,中,0,中,0,120,120,42,12
2738,7.png,已完成,纯文字,283,7,右,300,中,0,95,31,-17,7
2739,1.png,纯色块,方块,-317,-2,左,-300,中,0,30,30,-17,-2
2740,5.png,全部完成,纯文字,-352,8,左,-300,中,0,130,31,-52,8
2741,6.png,完成,纯文字,-14,563,中,0,下,533,64,31,-14,30
2742,5.png,全部完成,纯文字,4,536,中,0,下,533,130,31,4,3
2743,1.png,纯色块,方块,295,508,右,300,下,533,30,30,-5,-25
2744,10.png,全部完成,长条文字按钮,-91,-524,中,0,上,-533,532,140,-91,9
2745,7.png,已完成,纯文字,294,541,右,300,下,533,95,31,-6,8
2746,7.png,已完成,纯文字,-321,566,左,-300,下,533,95,31,-21,33
2748,9.png,全部完成,长条文字按钮,-303,8,左,-300,中,0,352,140,-3,8
2749,8.png,全部完成,长条文字按钮,-348,560,左,-300,下,533,282,140,-48,27
2750,4.png,纯色块,方块,-291,531,左,-300,下,533,120,120,9,-2
2751,5.png,全部完成,纯文字,263,590,右,300,下,533,130,31,-37,57
2752,4.png,纯色块,方块,-267,-514,左,-300,上,-533,120,120,33,19
2753,8.png,全部完成,长条文字按钮,-312,-608,左,-300,上,-533,282,140,-12,-75
2754,2.png,纯色块,方块,279,456,右,300,下,533,48,48,-21,-77
2755,9.png,全部完成,长条文字按钮,237,-516,右,300,上,-533,352,140,-63,17
2756,4.png,纯色块,方块,-287,-545,左,-300,上,-533,120,120,13,-12
2757,3.png,纯色块,方块,8,-511,中,0,上,-533,86,86,8,22
2758,2.png,纯色块,方块,-305,-6,左,-300,中,0,48,48,-5,-6
2759,5.png,全部完成,纯文字,26,-529,中,0,上,-533,130,31,26,4
2760,3.png,纯色块,方块,297,-27,右,300,中,0,86,86,-3,-27
2761,5.png,全部完成,纯文字,266,-528,右,300,上,-533,130,31,-34,5
2762,10.png,全部完成,长条文字按钮,-45,-53,中,0,中,0,532,140,-45,-53
2763,2.png,纯色块,方块,-311,-487,左,-300,上,-533,48,48,-11,46
2764,7.png,已完成,纯文字,-364,17,左,-300,中,0,95,31,-64,17
2765,4.png,纯色块,方块,-317,16,左,-300,中,0,120,120,-17,16
2766,3.png,纯色块,方块,276,-522,右,300,上,-533,86,86,-24,11
2767,1.png,纯色块,方块,1,551,中,0,下,533,30,30,1,18
2768,6.png,完成,纯文字,21,-43,中,0,中,0,64,31,21,-43
2769,10.png,全部完成,长条文字按钮,-293,-550,左,-300,上,-533,532,140,7,-17
2770,10.png,全部完成,长条文字按钮,204,-547,右,300,上,-533,532,140,-96,-14
2771,10.png,全部完成,长条文字按钮,206,554,右,300,下,533,532,140,-94,21
2772,10.png,全部完成,长条文字按钮,203,-538,右,300,上,-533,532,140,-97,-5
2773,8.png,全部完成,长条文字按钮,274,-49,右,300,中,0,282,140,-26,-49
2774,8.png,全部完成,长条文字按钮,-42,6,中,0,中,0,282,140,-42,6
2775,4.png,纯色块,方块,276,55,右,300,中,0,120,120,-24,55
2776,2.png,纯色块,方块,-11,-492,中,0,上,-533,48,48,-11,41
2777,9.png,全部完成,长条文字按钮,-321,-527,左,-300,上,-533,352,140,-21,6
2778,10.png,全部完成,长条文字按钮,181,538,右,300,下,533,532,140,-119,5
2779,1.png,纯色块,方块,270,-516,右,300,上,-533,30,30,-30,17
2780,3.png,纯色块,方块,301,-15,右,300,中,0,86,86,1,-15
2781,2.png,纯色块,方块,-6,8,中,0,中,0,48,48,-6,8
2782,8.png,全部完成,长条文字按钮,268,-2,右,300,中,0,282,140,-32,-2
2783,5.png,全部完成,纯文字,270,-505,右,300,上,-533,130,31,-30,28
2784,4.png,纯色块,方块,-360,622,左,-300,下,533,120,120,-60,89
2785,4.png,纯色块,方块,-48,10,中,0,中,0,120,120,-48,10
2786,1.png,纯色块,方块,-12,546,中,0,下,533,30,30,-12,13
2787,2.png,纯色块,方块,50,506,中,0,下,533,48,48,50,-27
2788,4.png,纯色块,方块,-20,-515,中,0,上,-533,120,120,-20,18
2789,7.png,已完成,纯文字,-14,-50,中,0,中,0,95,31,-14,-50
2790,3.png,纯色块,方块,51,521,中,0,下,533,86,86,51,-12
2791,6.png,完成,纯文字,12,-519,中,0,上,-533,64,31,12,14
2792,3.png,纯色块,方块,-304,-23,左,-300,中,0,86,86,-4,-23
2793,7.png,已完成,纯文字,302,14,右,300,中,0,95,31,2,14
2794,2.png,纯色块,方块,296,3,右,300,中,0,48,48,-4,3
2795,9.png,全部完成,长条文字按钮,-47,-525,中,0,上,-533,352,140,-47,8
2796,1.png,纯色块,方块,316,-44,右,300,中,0,30,30,16,-44
2797,9.png,全部完成,长条文字按钮,-356,542,左,-300,下,533,352,140,-56,9
2798,1.png,纯色块,方块,-16,4,中,0,中,0,30,30,-16,4
2799,8.png,全部完成,长条文字按钮,-54,-529,中,0,上,-533,282,140,-54,4
2800,4.png,纯色块,方块,277,-519,右,300,上,-533,120,120,-23,14
2801,4.png,纯色块,方块,-298,69,左,-300,中,0,120,120,2,69
2802,8.png,全部完成,长条文字按钮,-207,546,左,-300,下,533,282,140,93,13
2803,5.png,全部完成,纯文字,-7,-14,中,0,中,0,130,31,-7,-14
2804,8.png,全部完成,长条文字按钮,-367,11,左,-300,中,0,282,140,-67,11
2805,5.png,全部完成,纯文字,261,489,右,300,下,533,130,31,-39,-44
2806,2.png,纯色块,方块,-319,4,左,-300,中,0,48,48,-19,4
2807,6.png,完成,纯文字,-358,551,左,-300,下,533,64,31,-58,18
2808,6.png,完成,纯文字,342,19,右,300,中,0,64,31,42,19
2809,7.png,已完成,纯文字,-285,-532,左,-300,上,-533,95,31,15,1
2810,3.png,纯色块,方块,309,509,右,300,下,533,86,86,9,-24
2811,6.png,完成,纯文字,3,-8,中,0,中,0,64,31,3,-8
2812,6.png,完成,纯文字,30,-538,中,0,上,-533,64,31,30,-5
2813,4.png,纯色块,方块,329,488,右,300,下,533,120,120,29,-45
2814,4.png,纯色块,方块,318,576,右,300,下,533,120,120,18,43
2815,7.png,已完成,纯文字,6,526,中,0,下,533,95,31,6,-7
2816,3.png,纯色块,方块,-327,552,左,-300,下,533,86,86,-27,19
2817,2.png,纯色块,方块,-327,541,左,-300,下,533,48,48,-27,8
2818,6.png,完成,纯文字,293,-510,右,300,上,-533,64,31,-7,23
